fe_idx	fe_device_idx	fe_user_idx	fe_event_type	fe_event_value	fe_raw_data	fe_analysis_result	fe_timestamp
23105	4	\N	acceleration	0.620488	{"foot_type":"right","label":"waiting","speed":0.620487853490539,"tilt":8.66851515565807,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-4_right","label":"waiting","speed":0.620487853490539,"tilt":8.66851515565807,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 08:55:22
23106	4	\N	acceleration	0.0165562	{"foot_type":"right","label":"waiting","speed":0.016556242027804584,"tilt":5.398157074844136,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-4_right","label":"waiting","speed":0.016556242027804584,"tilt":5.398157074844136,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 08:55:30
23107	4	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":7.0990472458984755,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-4_left","label":"waiting","speed":0,"tilt":7.0990472458984755,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 08:55:37
23108	4	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":5.639658017743045,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-4_right","label":"waiting","speed":0,"tilt":5.639658017743045,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 08:55:41
23109	4	\N	acceleration	0.338887	{"foot_type":"right","label":"waiting","speed":0.3388873572569404,"tilt":38.292854951691396,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-4_right","label":"waiting","speed":0.3388873572569404,"tilt":38.292854951691396,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 08:57:07
23110	4	\N	acceleration	0.0440774	{"foot_type":"right","label":"waiting","speed":0.04407740508866174,"tilt":4.005133305323312,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-4_right","label":"waiting","speed":0.04407740508866174,"tilt":4.005133305323312,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 08:57:20
23111	4	\N	acceleration	0.0971503	{"foot_type":"right","label":"waiting","speed":0.09715035141048338,"tilt":9.25063980584872,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-4_right","label":"waiting","speed":0.09715035141048338,"tilt":9.25063980584872,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 08:59:15
23112	4	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":59.79733815891309,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-4_left","label":"waiting","speed":0,"tilt":59.79733815891309,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 08:59:20
23113	4	\N	acceleration	0.00264339	{"foot_type":"right","label":"waiting","speed":0.0026433931844685203,"tilt":51.68551891692587,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-4_right","label":"waiting","speed":0.0026433931844685203,"tilt":51.68551891692587,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 08:59:23
23114	4	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":59.82042217140051,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-4_left","label":"waiting","speed":0,"tilt":59.82042217140051,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 08:59:31
23115	4	\N	acceleration	0.00210767	{"foot_type":"right","label":"waiting","speed":0.0021076745639475253,"tilt":55.418246430908695,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-4_right","label":"waiting","speed":0.0021076745639475253,"tilt":55.418246430908695,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 08:59:32
23116	4	\N	acceleration	0.0595255	{"foot_type":"right","label":"waiting","speed":0.059525527078378326,"tilt":60.112814754512215,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-4_right","label":"waiting","speed":0.059525527078378326,"tilt":60.112814754512215,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 08:59:41
23117	4	\N	acceleration	0.0277993	{"foot_type":"left","label":"waiting","speed":0.027799271222882654,"tilt":68.01507704308491,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-4_left","label":"waiting","speed":0.027799271222882654,"tilt":68.01507704308491,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 08:59:44
23118	4	\N	shuffling	0.0692428	{"foot_type":"right","label":"drag","speed":0.06924276938489113,"tilt":63.07557594031432,"confidence":0.9982768297195435,"probabilities":[0.9982768297195435,0.001722149783745408,0.0000010985442031596904]}	{"channel":"SLOT-4_right","label":"drag","speed":0.06924276938489113,"tilt":63.07557594031432,"confidence":0.9982768297195435,"probabilities":[0.9982768297195435,0.001722149783745408,0.0000010985442031596904]}	2026-01-06 08:59:50
23119	4	\N	acceleration	0.162968	{"foot_type":"left","label":"waiting","speed":0.1629683385604434,"tilt":69.18102999740306,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-4_left","label":"waiting","speed":0.1629683385604434,"tilt":69.18102999740306,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 08:59:58
23120	4	\N	acceleration	0.186017	{"foot_type":"right","label":"waiting","speed":0.18601697348789994,"tilt":72.38540170956426,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-4_right","label":"waiting","speed":0.18601697348789994,"tilt":72.38540170956426,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 08:59:58
23121	4	\N	acceleration	0.0244357	{"foot_type":"right","label":"waiting","speed":0.024435708458428455,"tilt":52.38736476139968,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-4_right","label":"waiting","speed":0.024435708458428455,"tilt":52.38736476139968,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:00:06
23122	4	\N	acceleration	0.0432647	{"foot_type":"left","label":"waiting","speed":0.04326465466490553,"tilt":54.05214688093861,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-4_left","label":"waiting","speed":0.04326465466490553,"tilt":54.05214688093861,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:00:08
23123	4	\N	acceleration	0.129936	{"foot_type":"right","label":"waiting","speed":0.12993622512295627,"tilt":51.67590501317446,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-4_right","label":"waiting","speed":0.12993622512295627,"tilt":51.67590501317446,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:00:15
23124	4	\N	acceleration	0.29133	{"foot_type":"left","label":"waiting","speed":0.29133024426942955,"tilt":62.52237175179084,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-4_left","label":"waiting","speed":0.29133024426942955,"tilt":62.52237175179084,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:00:20
23125	4	\N	acceleration	0.259135	{"foot_type":"right","label":"waiting","speed":0.25913456318336847,"tilt":57.67963206180393,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-4_right","label":"waiting","speed":0.25913456318336847,"tilt":57.67963206180393,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:00:24
23126	4	\N	acceleration	0.308387	{"foot_type":"left","label":"waiting","speed":0.30838721775908434,"tilt":63.01947310946579,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-4_left","label":"waiting","speed":0.30838721775908434,"tilt":63.01947310946579,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:00:33
23127	4	\N	acceleration	0.306722	{"foot_type":"right","label":"waiting","speed":0.30672236958593163,"tilt":61.980424519260396,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-4_right","label":"waiting","speed":0.30672236958593163,"tilt":61.980424519260396,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:00:35
23128	4	\N	acceleration	0.173493	{"foot_type":"right","label":"waiting","speed":0.17349272200382376,"tilt":44.93095646658335,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-4_right","label":"waiting","speed":0.17349272200382376,"tilt":44.93095646658335,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:00:49
23129	4	\N	acceleration	0.43644	{"foot_type":"left","label":"waiting","speed":0.4364397640295687,"tilt":65.7175832068873,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-4_left","label":"waiting","speed":0.4364397640295687,"tilt":65.7175832068873,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:00:57
23130	4	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":6.906900155985454,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-4_right","label":"waiting","speed":0,"tilt":6.906900155985454,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:01:01
23131	4	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":6.573454420360008,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-4_right","label":"waiting","speed":0,"tilt":6.573454420360008,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:01:17
23132	4	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":6.544469890907919,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-4_right","label":"waiting","speed":0,"tilt":6.544469890907919,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:01:30
23133	4	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":6.270255200969871,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-4_right","label":"waiting","speed":0,"tilt":6.270255200969871,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:01:45
23134	4	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":16.84123094740238,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-4_left","label":"waiting","speed":0,"tilt":16.84123094740238,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:01:53
23135	4	\N	shuffling	0.112048	{"foot_type":"left","label":"drag","speed":0.11204825783166769,"tilt":58.912372467410364,"confidence":0.9987586736679077,"probabilities":[0.9987586736679077,0.0012397603131830692,0.0000015973560039128643]}	{"channel":"SLOT-4_left","label":"drag","speed":0.11204825783166769,"tilt":58.912372467410364,"confidence":0.9987586736679077,"probabilities":[0.9987586736679077,0.0012397603131830692,0.0000015973560039128643]}	2026-01-06 09:02:08
23136	4	\N	acceleration	0.170986	{"foot_type":"right","label":"waiting","speed":0.17098557201388295,"tilt":57.02431644930539,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-4_right","label":"waiting","speed":0.17098557201388295,"tilt":57.02431644930539,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:02:14
23137	4	\N	acceleration	0.203816	{"foot_type":"left","label":"waiting","speed":0.2038161367075763,"tilt":63.968033540793385,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-4_left","label":"waiting","speed":0.2038161367075763,"tilt":63.968033540793385,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:02:19
23138	4	\N	shuffling	0.254152	{"foot_type":"left","label":"drag","speed":0.25415228540755946,"tilt":63.13251922717359,"confidence":0.9996936321258545,"probabilities":[0.9996936321258545,0.0003057437716051936,5.39115717401728e-7]}	{"channel":"SLOT-4_left","label":"drag","speed":0.25415228540755946,"tilt":63.13251922717359,"confidence":0.9996936321258545,"probabilities":[0.9996936321258545,0.0003057437716051936,5.39115717401728e-7]}	2026-01-06 09:02:33
23139	4	\N	acceleration	0.301366	{"foot_type":"left","label":"waiting","speed":0.30136624499822773,"tilt":64.46212791476992,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-4_left","label":"waiting","speed":0.30136624499822773,"tilt":64.46212791476992,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:02:50
23140	4	\N	acceleration	0.35581	{"foot_type":"right","label":"waiting","speed":0.35580987023779787,"tilt":56.648968925877995,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-4_right","label":"waiting","speed":0.35580987023779787,"tilt":56.648968925877995,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:02:50
23141	4	\N	acceleration	0.0777612	{"foot_type":"left","label":"waiting","speed":0.07776115554070294,"tilt":71.07690308239093,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-4_left","label":"waiting","speed":0.07776115554070294,"tilt":71.07690308239093,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:04:49
23142	4	\N	acceleration	0.0944039	{"foot_type":"right","label":"waiting","speed":0.09440385277683916,"tilt":57.14796810378908,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-4_right","label":"waiting","speed":0.09440385277683916,"tilt":57.14796810378908,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:04:50
23143	4	\N	acceleration	0.0987216	{"foot_type":"right","label":"waiting","speed":0.09872163887795449,"tilt":61.826302958372096,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-4_right","label":"waiting","speed":0.09872163887795449,"tilt":61.826302958372096,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:04:58
23144	4	\N	acceleration	0.0601058	{"foot_type":"left","label":"waiting","speed":0.06010579257259625,"tilt":67.34094407792713,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-4_left","label":"waiting","speed":0.06010579257259625,"tilt":67.34094407792713,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:05:05
23145	4	\N	acceleration	0.116896	{"foot_type":"right","label":"waiting","speed":0.11689621321160445,"tilt":53.41448958321594,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-4_right","label":"waiting","speed":0.11689621321160445,"tilt":53.41448958321594,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:05:11
23146	4	\N	acceleration	0.344788	{"foot_type":"left","label":"waiting","speed":0.3447875921883966,"tilt":62.90208886436976,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-4_left","label":"waiting","speed":0.3447875921883966,"tilt":62.90208886436976,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:05:23
23147	4	\N	acceleration	0.113976	{"foot_type":"left","label":"waiting","speed":0.11397556364421071,"tilt":10.11580591021692,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-4_left","label":"waiting","speed":0.11397556364421071,"tilt":10.11580591021692,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:05:34
23148	4	\N	acceleration	0.161433	{"foot_type":"right","label":"waiting","speed":0.1614327561783592,"tilt":16.52693419501665,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-4_right","label":"waiting","speed":0.1614327561783592,"tilt":16.52693419501665,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:05:34
23149	4	\N	acceleration	0.0145778	{"foot_type":"left","label":"waiting","speed":0.014577753415573972,"tilt":30.33699363089218,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-4_left","label":"waiting","speed":0.014577753415573972,"tilt":30.33699363089218,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:05:49
23150	4	\N	acceleration	0.191439	{"foot_type":"left","label":"waiting","speed":0.19143933192957432,"tilt":40.96739706594158,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-4_left","label":"waiting","speed":0.19143933192957432,"tilt":40.96739706594158,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:06:03
23151	4	\N	acceleration	0.0267718	{"foot_type":"left","label":"waiting","speed":0.026771846497481978,"tilt":13.91854616786506,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-4_left","label":"waiting","speed":0.026771846497481978,"tilt":13.91854616786506,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:06:20
23152	1	\N	acceleration	0.19967	{"foot_type":"right","label":"waiting","speed":0.19967023796889827,"tilt":26.210172388373877,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0.19967023796889827,"tilt":26.210172388373877,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:06:21
23153	1	\N	acceleration	0.0612711	{"foot_type":"left","label":"waiting","speed":0.061271111020557545,"tilt":17.913253095354037,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0.061271111020557545,"tilt":17.913253095354037,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:06:27
23154	1	\N	acceleration	0.10076	{"foot_type":"right","label":"waiting","speed":0.1007600326363363,"tilt":8.75959797545542,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0.1007600326363363,"tilt":8.75959797545542,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:06:29
23155	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":7.390577507631406,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":7.390577507631406,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:06:35
23156	4	\N	acceleration	0.029834	{"foot_type":"left","label":"waiting","speed":0.029833950656449733,"tilt":58.640264044202425,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-4_left","label":"waiting","speed":0.029833950656449733,"tilt":58.640264044202425,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:06:35
23157	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":6.661164070761146,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":6.661164070761146,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:06:37
23158	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":7.428825413870243,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":7.428825413870243,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:06:43
23159	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.84621676421483,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":4.84621676421483,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:06:45
23160	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":7.4084916053184315,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":7.4084916053184315,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:06:53
23161	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.864142887595932,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":4.864142887595932,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:06:53
23162	4	\N	acceleration	0.0708055	{"foot_type":"left","label":"waiting","speed":0.0708054491579296,"tilt":65.79289880911305,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-4_left","label":"waiting","speed":0.0708054491579296,"tilt":65.79289880911305,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:06:56
23163	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":7.419891800612447,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":7.419891800612447,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:07:01
23164	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.872705263268642,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":4.872705263268642,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:07:01
23165	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":7.421258607582786,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":7.421258607582786,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:07:09
23166	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.871415070394221,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":4.871415070394221,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:07:09
23167	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":7.412343502905685,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":7.412343502905685,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:07:17
23168	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.883653282778766,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":4.883653282778766,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:07:17
23169	4	\N	acceleration	0.0904158	{"foot_type":"left","label":"waiting","speed":0.09041575525505294,"tilt":56.9356178925635,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-4_left","label":"waiting","speed":0.09041575525505294,"tilt":56.9356178925635,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:07:18
23170	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":7.418588113218647,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":7.418588113218647,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:07:25
23171	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.845665091923905,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":4.845665091923905,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:07:25
23172	4	\N	acceleration	0.0253085	{"foot_type":"left","label":"waiting","speed":0.025308459371129986,"tilt":59.614922532602264,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-4_left","label":"waiting","speed":0.025308459371129986,"tilt":59.614922532602264,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:07:30
23173	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":7.402477462317222,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":7.402477462317222,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:07:41
23174	2	\N	acceleration	0.10727	{"foot_type":"right","label":"waiting","speed":0.10727038203503604,"tilt":7.769651616042324,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0.10727038203503604,"tilt":7.769651616042324,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:07:55
23175	2	\N	acceleration	0.112538	{"foot_type":"left","label":"waiting","speed":0.11253820966543446,"tilt":10.4403684764344,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0.11253820966543446,"tilt":10.4403684764344,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:07:57
23176	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":6.5440660125535715,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":6.5440660125535715,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:08:10
23177	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":7.412234273257809,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":7.412234273257809,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:08:10
23178	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":6.574258795720112,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":6.574258795720112,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:08:13
23179	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":7.42640811504603,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":7.42640811504603,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:08:15
23180	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":6.564494881108345,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":6.564494881108345,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:08:18
23181	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":7.401924405368561,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":7.401924405368561,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:08:21
23182	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":6.515673789169426,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":6.515673789169426,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:08:26
23183	2	\N	acceleration	0.0340215	{"foot_type":"left","label":"waiting","speed":0.0340214575809075,"tilt":9.049445650746804,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0.0340214575809075,"tilt":9.049445650746804,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:08:28
23184	2	\N	acceleration	0.0553213	{"foot_type":"right","label":"waiting","speed":0.05532129020527867,"tilt":8.04451510033391,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0.05532129020527867,"tilt":8.04451510033391,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:08:36
23185	2	\N	acceleration	0.0232398	{"foot_type":"left","label":"waiting","speed":0.02323977909146314,"tilt":8.17083639677358,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0.02323977909146314,"tilt":8.17083639677358,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:08:36
23186	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":7.496022649312408,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":7.496022649312408,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:08:37
23187	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":6.274260938809192,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":6.274260938809192,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:08:37
23188	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":7.599282300023276,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":7.599282300023276,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:08:44
23189	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":6.446050394523951,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":6.446050394523951,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:08:44
23190	1	\N	acceleration	0.0250507	{"foot_type":"left","label":"waiting","speed":0.025050707985790354,"tilt":10.402884813048303,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0.025050707985790354,"tilt":10.402884813048303,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:08:45
23191	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":5.3100446528953285,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":5.3100446528953285,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:08:45
