fe_idx	fe_device_idx	fe_user_idx	fe_event_type	fe_event_value	fe_raw_data	fe_analysis_result	fe_timestamp
45251	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":0.4709957482183711,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":0.4709957482183711,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:00:12
45252	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":9.061303530342883,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":9.061303530342883,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:00:17
45253	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":7.753714941614533,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":7.753714941614533,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:00:17
45254	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":5.531395981969297,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":5.531395981969297,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:00:19
45255	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":0.4684978228917771,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":0.4684978228917771,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:00:22
45256	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":9.069929627816265,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":9.069929627816265,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:00:25
45257	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":5.516231739991213,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":5.516231739991213,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:00:27
45258	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":0.4736501667003381,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":0.4736501667003381,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:00:30
45259	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":9.070702751096178,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":9.070702751096178,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:00:31
45260	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":5.530873017843078,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":5.530873017843078,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:00:35
45261	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":0.47263757691533215,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":0.47263757691533215,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:00:36
45262	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":9.06172565220271,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":9.06172565220271,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:00:40
45263	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":7.759167111277037,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":7.759167111277037,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:00:41
45264	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":5.58074568994283,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":5.58074568994283,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:00:45
45265	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":9.05476882512329,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":9.05476882512329,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:00:48
45266	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":5.547223678306352,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":5.547223678306352,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:00:53
45267	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":9.047734709272731,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":9.047734709272731,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:00:55
45268	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":5.547405492946552,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":5.547405492946552,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:01:00
45269	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":9.070436421801759,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":9.070436421801759,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:01:03
45270	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":5.533156483961363,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":5.533156483961363,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:01:09
45271	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":9.065859938683332,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":9.065859938683332,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:01:12
45272	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":5.536060496284335,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":5.536060496284335,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:01:17
45273	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":9.041511139483163,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":9.041511139483163,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:01:19
45274	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":5.548470530708244,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":5.548470530708244,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:01:25
45275	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":9.054270422991891,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":9.054270422991891,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:01:27
45276	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":5.540231513981837,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":5.540231513981837,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:01:35
45277	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":9.062060891871567,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":9.062060891871567,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:01:37
45278	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":5.552675134254997,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":5.552675134254997,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:01:41
45279	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":9.06335954503325,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":9.06335954503325,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:01:44
45280	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":5.557017358385053,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":5.557017358385053,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:01:51
45281	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":9.049592938648402,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":9.049592938648402,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:01:54
45282	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":5.5484377000870495,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":5.5484377000870495,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:01:59
45283	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":9.042606868296758,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":9.042606868296758,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:02:02
45284	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":5.5387928156295345,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":5.5387928156295345,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:02:07
45285	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":9.035776793213756,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":9.035776793213756,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:02:10
45286	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":5.563244970981543,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":5.563244970981543,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:02:16
45287	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":9.046550065899424,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":9.046550065899424,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:02:16
45288	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":5.549084433106003,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":5.549084433106003,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:02:24
45289	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":9.04358015573996,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":9.04358015573996,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:02:24
45290	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":5.571475038751203,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":5.571475038751203,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:02:32
45291	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":9.026894901680322,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":9.026894901680322,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:02:32
45292	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":5.558335350744812,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":5.558335350744812,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:02:39
45293	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":9.052454673190141,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":9.052454673190141,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:02:40
45294	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":0.4689106148373696,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":0.4689106148373696,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:02:43
45295	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":5.554324352325864,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":5.554324352325864,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:02:48
45296	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":9.063297467237447,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":9.063297467237447,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:02:48
45297	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":0.4682418893196143,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":0.4682418893196143,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:02:52
45298	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":9.056647013511963,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":9.056647013511963,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:02:58
45299	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":5.540212690555052,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":5.540212690555052,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:02:58
45300	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":0.4730362456183741,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":0.4730362456183741,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:03:00
45301	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":9.056475142427558,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":9.056475142427558,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:03:04
45302	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":5.545533956564498,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":5.545533956564498,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:03:04
45303	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":7.757370341477241,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":7.757370341477241,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:03:05
45304	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":0.47568731121856445,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":0.47568731121856445,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:03:08
45305	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":9.046691809234432,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":9.046691809234432,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:03:12
45306	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":5.56922552228707,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":5.56922552228707,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:03:12
45307	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":0.4751911274826739,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":0.4751911274826739,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:03:16
45308	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":9.093942329671052,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":9.093942329671052,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:03:20
45309	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":5.549746987285914,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":5.549746987285914,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:03:21
45310	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":0.4726537424517119,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":0.4726537424517119,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:03:23
45312	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":7.763984383659647,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":7.763984383659647,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:03:28
45311	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":9.073815416637103,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":9.073815416637103,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:03:28
45313	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":5.536444411019119,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":5.536444411019119,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:03:29
45314	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":0.4778016605437756,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":0.4778016605437756,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:03:33
45315	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":9.046076090369837,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":9.046076090369837,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:03:37
45316	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":5.537694139541912,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":5.537694139541912,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:03:39
45317	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":0.4736330261783621,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":0.4736330261783621,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:03:39
45318	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":9.072753154253093,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":9.072753154253093,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:03:45
45319	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":5.548532349779634,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":5.548532349779634,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:03:47
45320	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":0.4722437606774861,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":0.4722437606774861,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:03:47
45321	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":9.058466709440296,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":9.058466709440296,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:03:53
45322	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":7.766080764995252,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":7.766080764995252,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:03:55
45323	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":0.48013946840382005,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":0.48013946840382005,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:03:55
45324	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":5.54023820665401,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":5.54023820665401,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:03:56
45325	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":9.037549241276253,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":9.037549241276253,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:04:01
45326	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":0.4696417657371512,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":0.4696417657371512,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:04:04
45327	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":5.556675626589282,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":5.556675626589282,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:04:04
45328	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":9.03512876139726,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":9.03512876139726,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:04:10
45329	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":5.564790702570264,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":5.564790702570264,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:04:12
45330	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":0.4736717559256647,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":0.4736717559256647,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:04:13
45331	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":9.05410635722032,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":9.05410635722032,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:04:17
45332	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":5.530593229520292,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":5.530593229520292,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:04:20
45333	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":7.758669099846259,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":7.758669099846259,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:04:21
45334	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":0.4691589993480534,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":0.4691589993480534,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:04:21
45335	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":9.082229029124022,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":9.082229029124022,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:04:25
45336	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":5.557917130022759,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":5.557917130022759,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:04:28
45337	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":0.46774809703271103,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":0.46774809703271103,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:04:29
45338	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":9.04585679447328,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":9.04585679447328,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:04:33
45339	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":0.4545991216116363,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":0.4545991216116363,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:04:36
45340	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":5.552795367255925,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":5.552795367255925,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:04:38
45341	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":9.05188869227976,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":9.05188869227976,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:04:41
45342	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":7.761765459952301,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":7.761765459952301,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:04:42
45343	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":0.4612733044833135,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":0.4612733044833135,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:04:44
45344	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":5.532499731095584,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":5.532499731095584,"confidence":1,"probabilities":[0,0,0]}	2026-01-09 10:04:46
